Communication_number,Social_unit,Part_exchange,Gesture_start_time,Duration_analysis_include,Mau_end_time,Outcome_time,Outcome,Sgn_ID,Rcp_ID,Signaller_age,Recipient_age,Goal_anon
300390,Waibira,1_1,2.164,Include,3.644,4.043,GoalRecipient,A_F,ID_5,NA,19,Goal_1
300624,Waibira,1_1,1.376,ExcludeEnd,2.456,2.736,TimeExcludeRecipient,A_F,ID_8,NA,13,Goal_1
300688,Waibira,2_2,2.539,Include,3.659,6.761,GoalRecipient,A_F,ID_17,NA,9,Goal_2
300438,Waibira,Unclear,2.944,Include,3.424,3.664,Exclude,A_F,ID_21,NA,25,Goal_3
300790b,Waibira,2_2,26.916,Include,28.362,34.597,GoalAmbiguous,A_F,ID_21,NA,30,Goal_2
300438,Waibira,Unclear,3.664,Include,4.384,3.664,Exclude,A_F,ID_21,NA,25,Goal_3
300806,Waibira,1_1,87.646,Include,88.763,91.17,GoalRecipient,A_F,I,NA,NA,Goal_4
300805,Waibira,1_1,26.317,Include,27.025,28.372,GoalRecipient,A_F,I,NA,NA,Goal_5
300816,Waibira,Unclear,2.829,Include,4.349,2.829,TimeExcludeRecipient,A_F,I,NA,NA,Goal_6
300423b,Waibira,2_2,12.098,Include,13.276,13.982,GoalRecipient,A_F,ID_81,NA,36,Goal_7
300407,Waibira,Unclear,4.893,Include,5.813,7.813,GoalRecipient,A_F,ID_206,NA,18,Goal_7
300495,Waibira,1_2,1.309,Include,2.949,1.309,TimeExcludeAmbiguous,A_F,ID_206,NA,18,Goal_8
300407,Waibira,Unclear,6.053,Include,7.613,7.813,GoalRecipient,A_F,ID_206,NA,18,Goal_7
300493,Waibira,1_2,0,ExcludeStart,1.438,3.516,GoalAmbiguous,A_F,ID_206,NA,18,Goal_8
300408,Waibira,1_1,0.538,Include,3.175,5.216,GoalRecipient,A_F,ID_206,NA,18,Goal_7
300493,Waibira,1_2,0,ExcludeStart,0.717,3.516,GoalAmbiguous,A_F,ID_206,NA,18,Goal_8
300318,Waibira,1_1,3.119,Include,4.598,5.038,GoalRecipient,A_F,Unk_M,NA,NA,Goal_1
300347,Waibira,1_1,105.423,Include,106.3,108.005,Exclude,A_F,ID_233,NA,35,Goal_9
300347,Waibira,1_1,100.78,Exclude,101.81,108.005,Exclude,A_F,ID_233,NA,35,Goal_9
310043,Kalinzu,Unclear,21.922,Include,22.198,21.922,Exclude,A_M,A_M,NA,NA,Goal_5
300450,Waibira,1_1,2.517,Include,2.916,3.746,TimeExcludeRecipient,A_M,A_M,NA,NA,Goal_10
300451a,Waibira,1_2,14.007,ExcludeEnd,14.674,18.77,GoalRecipient,A_M,A_M,NA,NA,Goal_11
300451a,Waibira,1_2,16.245,Include,17.029,18.77,GoalRecipient,A_M,A_M,NA,NA,Goal_11
300451b,Waibira,2_2,15.297,Exclude,15.925,18.474,GoalAmbiguous,A_M,A_M,NA,NA,Goal_8
300451a,Waibira,1_2,15.199,Include,16.405,18.77,GoalRecipient,A_M,A_M,NA,NA,Goal_11
300451a,Waibira,1_2,16.405,Include,18.151,18.77,GoalRecipient,A_M,A_M,NA,NA,Goal_11
300449,Waibira,Unclear,2.289,Include,3.209,4.448,GoalRecipient,A_M,A_M,NA,NA,Goal_11
300750,Waibira,1_1,3.124,Include,4.203,9.612,GoalRecipient,A_M,J,NA,NA,Goal_5
300452a,Waibira,Unclear,3.557,Include,4.613,4.877,TimeExcludeAmbiguous,A_M,ID_81,NA,36,Goal_12
300125b,Waibira,2_2,10.903,Include,11.488,12.661,GoalSignaller,A_M,ID_120,NA,36,Goal_12
300125b,Waibira,2_2,12.232,Include,12.661,12.661,GoalSignaller,A_M,ID_120,NA,36,Goal_12
300320,Waibira,1_1,1.673,Include,3.033,3.66,GoalRecipient,A_M,ID_140,NA,14,Goal_7
300320,Waibira,1_1,0.58,Include,2.217,3.66,GoalRecipient,A_M,ID_140,NA,14,Goal_7
300795b,Waibira,Unclear,32.347,Include,33.781,32.347,Exclude,A_M,ID_161,NA,26,Goal_9
310061,Kalinzu,Unclear,848.704,Include,849.179,848.704,Exclude,A_M,ID_200,NA,NA,Goal_2
310061,Kalinzu,Unclear,853.331,Include,853.884,848.704,Exclude,A_M,ID_200,NA,NA,Goal_2
310061,Kalinzu,Unclear,849.415,Include,850.204,848.704,Exclude,A_M,ID_200,NA,NA,Goal_2
310061,Kalinzu,Unclear,850.999,Include,852.108,848.704,Exclude,A_M,ID_200,NA,NA,Goal_2
320228,Issa,1_1,15.168,ExcludeStart,15.924,16.58,GoalAmbiguous,A_M,ID_207,NA,29,Goal_13
300373,Waibira,1_1,0.673,Include,1.072,2.072,Exclude,A_M,Unk,NA,NA,Goal_9
300373,Waibira,1_1,0.733,Include,1.528,2.072,Exclude,A_M,Unk,NA,NA,Goal_9
300786,Waibira,Unclear,1.581,Include,2.007,1.581,Exclude,A_M,Unk,NA,NA,Goal_9
320212,Issa,1_1,15.03,Include,16.376,15.03,Exclude,A_M,ID_238,NA,18,Goal_12
300631,Waibira,1_1,3.167,Include,4.581,12.716,GoalRecipient,ID_1,ID_5,24,23,Goal_8
300631,Waibira,1_1,8.794,Include,9.911,12.716,GoalRecipient,ID_1,ID_5,24,23,Goal_8
300290b,Waibira,2_2,12.172,Exclude,13.296,13.334,GoalAmbiguous,ID_1,ID_21,23,28,Goal_14
300556,Waibira,1_1,28.88,ExcludeStart,29.467,28.88,Exclude,ID_1,ID_37,21,14,Goal_3
300550b,Waibira,2_3,6.173,Include,8.479,10.844,TimeExcludeAmbiguous,ID_1,ID_51,21,25,Goal_8
300546b,Waibira,2_2,4.587,Include,5.808,6.6,GoalRecipient,ID_1,ID_51,21,25,Goal_8
300549b,Waibira,2_2,5.532,Include,7.343,8.461,GoalAmbiguous,ID_1,ID_51,21,25,Goal_8
300554b,Waibira,2_2,13.921,Include,14.812,14.855,TimeExcludeSignaller,ID_1,ID_51,21,25,Goal_15
300549b,Waibira,2_2,4.48,Include,6.557,8.461,GoalAmbiguous,ID_1,ID_51,21,25,Goal_8
300356,Waibira,1_1,4.098,Include,7.458,12.98,OtherSignaller,ID_1,ID_81,20,36,Goal_3
300026,Waibira,Unclear,24,Exclude,26.479,27.457,Exclude,ID_1,ID_113,22,10,Goal_9
300346,Waibira,1_1,4.541,Include,5.141,6.871,Exclude,ID_1,ID_123,20,21,Goal_9
300346,Waibira,1_1,3.264,Include,4.264,6.871,Exclude,ID_1,ID_123,20,21,Goal_9
300346,Waibira,1_1,5.493,Include,5.933,6.871,Exclude,ID_1,ID_123,20,21,Goal_9
300482a,Waibira,1_2,1.545,Include,4.224,4.984,TimeExcludeAmbiguous,ID_1,ID_141,20,33,Goal_8
300481a,Waibira,1_2,1.172,ExcludeEnd,3.211,4.388,GoalSignaller,ID_1,ID_141,20,33,Goal_8
300091,Waibira,1_1,68.417,Include,69.064,72.112,GoalSignaller,ID_1,ID_148,23,17,Goal_16
300091,Waibira,1_1,69.676,Include,72.107,72.112,GoalSignaller,ID_1,ID_148,23,17,Goal_16
300023,Waibira,Unclear,16.955,Include,20,26.218,TimeExcludeSignaller,ID_1,ID_233,22,37,Goal_12
300023,Waibira,Unclear,14.661,Include,15.19,26.218,TimeExcludeSignaller,ID_1,ID_233,22,37,Goal_12
300797b,Waibira,Unclear,171.584,Include,172.336,176.79,GoalSignaller,ID_2,ID_4,7,34,Goal_17
300748,Waibira,1_1,49.504,ExcludeEnd,50.611,45.351,TimeExcludeRecipient,ID_2,ID_4,7,34,Goal_18
300892a,Waibira,1_2,65.271,ExcludeEnd,66.385,66.092,GoalSignaller,ID_2,ID_4,7,34,Goal_19
300748,Waibira,1_1,45.351,Include,46.58,45.351,TimeExcludeRecipient,ID_2,ID_4,7,34,Goal_18
300747,Waibira,1_1,3.289,ExcludeEnd,6.151,3.289,TimeExcludeRecipient,ID_2,ID_4,7,34,Goal_18
300799,Waibira,Unclear,504.912,Include,506.034,518.418,GoalAmbiguous,ID_2,ID_253,7,3,NA
300799,Waibira,Unclear,516.673,Include,517.327,518.418,GoalAmbiguous,ID_2,ID_253,7,3,NA
300799,Waibira,Unclear,494.924,Include,498.615,518.418,GoalAmbiguous,ID_2,ID_253,7,3,NA
330093b,Kanyawara,2_2,586.612,Include,589.413,590.791,GoalAmbiguous,ID_3,ID_116,48,32,Goal_8
330219a,Kanyawara,1_2,812.561,Include,813.945,819.36,GoalSignaller,ID_3,ID_116,48,32,Goal_8
330094,Kanyawara,1_1,472.015,ExcludeEnd,473.175,477.736,TimeExcludeRecipient,ID_3,ID_116,48,32,Goal_7
330094,Kanyawara,1_1,471.82,Include,472.9,477.736,TimeExcludeRecipient,ID_3,ID_116,48,32,Goal_7
330222a,Kanyawara,3_3,161.332,Include,162.483,164.047,GoalSignaller,ID_3,ID_231,48,33,Goal_8
330222a,Kanyawara,1_3,157.1,Include,158.33,164.047,GoalSignaller,ID_3,ID_231,48,33,Goal_8
330223,Kanyawara,1_1,343.82,ExcludeEnd,344.464,347.972,GoalRecipient,ID_3,ID_231,48,33,Goal_10
330092,Kanyawara,1_1,184.402,Include,186.224,185.782,GoalRecipient,ID_3,ID_245,47,40,Goal_7
300797a,Waibira,Unclear,157.769,Include,158.978,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300797a,Waibira,Unclear,174.471,Include,175.263,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300797a,Waibira,Unclear,153.761,Include,155.398,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300797a,Waibira,Unclear,162.24,Include,162.547,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300797a,Waibira,Unclear,148.986,Include,149.291,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300798,Waibira,1_1,313.276,Include,313.939,320.531,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300797a,Waibira,Unclear,168.311,Include,169.936,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300891,Waibira,1_1,2.943,Include,3.438,2.943,Exclude,ID_4,ID_2,34,7,Goal_9
300797a,Waibira,Unclear,165.559,Include,166.378,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300797a,Waibira,Unclear,158.713,Include,159.451,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300797a,Waibira,Unclear,161.153,Include,161.696,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300798,Waibira,1_1,316.199,Include,316.973,320.531,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300797a,Waibira,Unclear,145.906,Include,146.714,177.962,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300798,Waibira,1_1,318.072,Include,318.813,320.531,GoalRecipient,ID_4,ID_2,34,7,Goal_20
300892b,Waibira,2_2,65.714,ExcludeEnd,66.615,67.86,GoalRecipient,ID_4,ID_2,34,7,Goal_19
300672,Waibira,1_1,5.311,Include,6.951,8.177,GoalRecipient,ID_4,ID_9,33,16,Goal_10
300672,Waibira,1_1,2.553,ExcludeEnd,4.272,8.177,GoalRecipient,ID_4,ID_9,33,16,Goal_10
300670,Waibira,1_1,30.968,Include,32.396,33.041,GoalRecipient,ID_4,ID_9,33,16,Goal_10
300095,Waibira,1_1,111.216,Include,114.931,115.482,GoalRecipient,ID_4,ID_42,32,14,Goal_11
300757,Waibira,1_1,1.7,Include,3.072,3.072,GoalRecipient,ID_5,ID_51,22,29,Goal_11
330238,Kanyawara,1_1,779.055,Include,780.123,781.459,GoalRecipient,ID_6,ID_254,33,1,Goal_6
330090,Kanyawara,1_1,632.892,Include,633.876,634.432,GoalAmbiguous,ID_6,ID_13,33,16,Goal_13
330091,Kanyawara,1_1,898.558,Include,899.425,900.562,GoalRecipient,ID_6,ID_13,33,16,Goal_10
330166,Kanyawara,1_1,520.945,Include,522.063,525.203,GoalRecipient,ID_6,ID_13,32,15,Goal_10
330102a,Kanyawara,1_2,46.659,Include,48.293,49.083,GoalAmbiguous,ID_6,ID_13,32,15,Goal_13
330165,Kanyawara,1_1,471.974,Include,472.912,475.791,GoalRecipient,ID_6,ID_13,32,15,Goal_10
330253b,Kanyawara,2_3,650.629,Include,651.932,660.841,GoalSignaller,ID_6,ID_15,32,10,Goal_21
330159,Kanyawara,1_1,285.744,Include,286.258,288.476,GoalSignaller,ID_6,ID_15,33,11,Goal_10
330159,Kanyawara,1_1,283.313,Include,283.908,288.476,GoalSignaller,ID_6,ID_15,33,11,Goal_10
330160,Kanyawara,1_1,301.847,Include,302.324,303.932,GoalRecipient,ID_6,ID_15,33,11,Goal_10
330160,Kanyawara,1_1,300.369,Include,301.369,303.932,GoalRecipient,ID_6,ID_15,33,11,Goal_10
330253b,Kanyawara,2_3,653.035,Include,654.099,660.841,GoalSignaller,ID_6,ID_15,32,10,Goal_21
330153a,Kanyawara,1_2,303.145,Include,307.063,307.433,GoalRecipient,ID_6,ID_15,32,10,Goal_7
330239b,Kanyawara,2_2,847.118,Include,848.03,848.584,TimeExcludeAmbiguous,ID_6,ID_15,33,11,Goal_8
300192,Waibira,Unclear,11.192,Exclude,13.064,15.08,Exclude,ID_5,ID_21,22,28,Goal_14
300593a,Waibira,1_2,165.018,Include,166.358,167.055,TimeExcludeAmbiguous,ID_5,ID_21,21,27,Goal_8
300500,Waibira,Unclear,7.961,ExcludeEnd,8.52,7.961,Exclude,ID_5,ID_21,20,26,Goal_9
300381,Waibira,Unclear,5.341,Include,5.541,5.458,Exclude,ID_5,ID_21,19,25,Goal_12
300595,Waibira,1_1,289.261,Include,290.837,293.008,GoalRecipient,ID_5,ID_21,21,27,Goal_8
300592b,Waibira,2_2,28.834,Include,30.243,31.392,GoalRecipient,ID_5,ID_21,21,27,Goal_8
300381,Waibira,Unclear,3.383,Include,4.822,5.458,Exclude,ID_5,ID_21,19,25,Goal_12
300479b,Waibira,2_2,3.982,Include,4.822,5.222,TimeExcludeSignaller,ID_5,ID_47,19,15,Goal_12
300054,Waibira,1_1,68.594,Include,72.329,70.814,GoalRecipient,ID_5,ID_47,21,17,Goal_7
300056b,Waibira,2_2,188.42,Include,191.644,190.757,GoalRecipient,ID_5,ID_47,21,17,Goal_7
300059,Waibira,1_1,2.128,Include,5.566,6.984,GoalRecipient,ID_5,ID_47,21,17,Goal_7
300055,Waibira,1_1,102.048,Include,105.887,105.101,GoalRecipient,ID_5,ID_47,21,17,Goal_7
300352b,Waibira,2_2,3.179,Include,4.859,5.192,TimeExcludeAmbiguous,ID_5,ID_51,19,24,Goal_8
300756,Waibira,1_1,3.102,ExcludeStart,4.102,7.231,GoalAmbiguous,ID_5,ID_51,24,29,Goal_8
300532,Waibira,Unclear,148.951,Include,152.317,152.317,GoalRecipient,ID_5,ID_51,20,25,Goal_7
300755,Waibira,1_1,45.778,Include,46.531,47.187,GoalRecipient,ID_5,ID_51,24,29,Goal_7
300758b,Waibira,2_2,42.028,Include,43.83,43.974,GoalRecipient,ID_5,ID_51,24,29,Goal_7
300352b,Waibira,2_2,2.824,ExcludeEnd,4.144,5.192,TimeExcludeAmbiguous,ID_5,ID_51,19,24,Goal_8
300220b,Waibira,2_2,3.509,Include,6.285,13.45,GoalRecipient,ID_5,ID_63,22,21,Goal_11
300176b,Waibira,2_2,19.928,Include,20.325,20.621,OtherSignaller,ID_5,ID_80,22,22,Goal_14
300360a,Waibira,1_2,9.967,Include,10.872,14.255,Exclude,ID_5,ID_110,19,14,Goal_9
300302,Waibira,1_1,4.181,ExcludeStart,4.541,5.141,Exclude,ID_5,ID_123,19,21,Goal_9
300367,Waibira,1_1,2.929,Include,4.088,6.048,GoalAmbiguous,ID_5,ID_140,19,14,Goal_8
300173a,Waibira,1_2,4.253,Include,4.782,10.889,GoalRecipient,ID_5,ID_150,22,7,Goal_19
300173a,Waibira,1_2,5.554,ExcludeEnd,6.295,10.889,GoalRecipient,ID_5,ID_150,22,7,Goal_19
300182a,Waibira,1_2,3.799,Include,4.363,7.244,Exclude,ID_5,ID_170,22,21,Goal_2
300182a,Waibira,1_2,3.724,Include,4.558,7.244,Exclude,ID_5,ID_170,22,21,Goal_2
300726,Waibira,1_1,9.901,Include,10.377,9.901,GoalSignaller,ID_5,ID_206,24,23,Goal_3
300726,Waibira,1_1,6.141,ExcludeStart,6.821,9.901,GoalSignaller,ID_5,ID_206,24,23,Goal_3
300174,Waibira,1_1,58.456,Include,60.124,63.19,Exclude,ID_5,ID_227,22,37,Goal_14
300499,Waibira,1_1,4.717,Include,5.237,4.717,Exclude,ID_5,Unk,20,NA,Goal_9
300096,Waibira,1_1,10.901,Include,12.413,20.041,Exclude,ID_5,Unk,22,NA,Goal_9
300096,Waibira,1_1,16.824,ExcludeEnd,17.459,20.041,Exclude,ID_5,Unk,22,NA,Goal_9
300764,Waibira,Unclear,30.208,ExcludeStart,30.683,30.208,Exclude,ID_5,Unk,24,NA,Goal_9
300051,Waibira,1_1,4.139,Include,4.705,5.047,TimeExcludeSignaller,ID_5,Unk,21,NA,Goal_9
300499,Waibira,1_1,5.153,Include,5.663,4.717,Exclude,ID_5,Unk,20,NA,Goal_9
300221,Waibira,1_1,1.98,ExcludeStart,3.22,3.2,Exclude,ID_5,Unk,22,NA,Goal_9
300013,Waibira,Unclear,28.475,ExcludeEnd,30.083,30.42,Exclude,ID_5,Unk,21,NA,Goal_9
300509,Waibira,Unclear,9.612,Include,11.189,12.451,GoalRecipient,ID_5,Unk,20,NA,Goal_12
300096,Waibira,1_1,15.371,Include,16.134,20.041,Exclude,ID_5,Unk,22,NA,Goal_9
300096,Waibira,1_1,19.088,Include,19.685,20.041,Exclude,ID_5,Unk,22,NA,Goal_9
300013,Waibira,Unclear,25.438,Include,26.966,30.42,Exclude,ID_5,Unk,21,NA,Goal_9
300218,Waibira,1_1,6.578,Include,7.052,7.43,Exclude,ID_5,Unk,22,NA,Goal_9
300013,Waibira,Unclear,27.343,ExcludeEnd,28.791,30.42,Exclude,ID_5,Unk,21,NA,Goal_9
300718,Waibira,Unclear,5.034,Include,5.594,5.034,Exclude,ID_5,Unk_F,24,NA,Goal_9
300717,Waibira,Unclear,45.945,Include,46.501,40.018,Exclude,ID_5,Unk_F,24,NA,Goal_9
300717,Waibira,Unclear,40.018,Include,40.695,40.018,Exclude,ID_5,Unk_F,24,NA,Goal_9
100868,Sonso,1_1,0.32,Exclude,1.32,1.28,TimeExcludeRecipient,ID_7,ID_46,18,14,Goal_1
100091b,Sonso,2_2,10.6,Include,11.24,11.56,TimeExcludeAmbiguous,ID_7,ID_128,21,2,Goal_4
102417,Sonso,1_1,28.92,ExcludeEnd,29.56,31.08,Exclude,ID_7,ID_251,18,13,Goal_3
300881,Waibira,Unclear,6.728,Include,9.946,14.17,TimeExcludeSignaller,ID_8,ID_16,14,28,Goal_2
300881,Waibira,Unclear,3.03,Include,4.55,14.17,TimeExcludeSignaller,ID_8,ID_16,14,28,Goal_2
300676b,Waibira,2_2,101.737,Include,102.452,104.273,GoalRecipient,ID_8,ID_111,13,5,Goal_4
300663b,Waibira,Unclear,6.669,Include,7.133,1.468,Exclude,ID_8,ID_125,13,18,Goal_9
300663b,Waibira,Unclear,8.32,Include,8.663,1.468,Exclude,ID_8,ID_125,13,18,Goal_9
300663b,Waibira,Unclear,9.776,Include,10.641,1.468,Exclude,ID_8,ID_125,13,18,Goal_9
300663b,Waibira,Unclear,1.468,Include,3.068,1.468,Exclude,ID_8,ID_125,13,18,Goal_9
300839,Waibira,1_1,4.534,Include,5.054,4.534,Exclude,ID_8,ID_148,14,19,Goal_3
300243,Waibira,Unclear,2.549,ExcludeEnd,6.594,12.537,GoalRecipient,ID_8,ID_161,12,24,Goal_2
300243,Waibira,Unclear,12.766,Include,13.26,12.537,GoalRecipient,ID_8,ID_161,12,24,Goal_2
300561a,Waibira,1_2,11.319,Include,11.621,12.2,GoalSignaller,ID_8,ID_193,10,18,Goal_22
300561a,Waibira,1_2,6.8,Include,11.122,12.2,GoalSignaller,ID_8,ID_193,10,18,Goal_22
300671,Waibira,1_1,2.392,Include,2.753,6.068,GoalRecipient,ID_9,ID_4,16,33,Goal_7
300671,Waibira,1_1,2.066,Include,3.466,6.068,GoalRecipient,ID_9,ID_4,16,33,Goal_7
300669,Waibira,1_1,21.547,Include,23.676,23.676,GoalRecipient,ID_9,ID_4,16,33,Goal_11
300159,Waibira,1_1,4.933,Include,5.27,5.27,GoalSignaller,ID_9,ID_5,15,22,Goal_12
300270,Waibira,1_1,0.708,Include,4.148,2.866,GoalRecipient,ID_9,ID_36,15,33,Goal_11
300666b,Waibira,2_2,4.548,Include,6.228,6.94,TimeExcludeRecipient,ID_9,ID_110,16,18,Goal_8
300770,Waibira,1_2,3.429,Include,4.229,11.713,GoalRecipient,ID_9,ID_133,17,8,Goal_5
300770,Waibira,1_2,5.079,Include,6.199,11.713,GoalRecipient,ID_9,ID_133,17,8,Goal_5
300022,Waibira,1_1,257.793,ExcludeEnd,258.366,259.173,GoalRecipient,ID_9,ID_170,14,20,Goal_10
300018,Waibira,1_1,316.344,ExcludeEnd,318.479,318.78,GoalRecipient,ID_9,ID_170,14,20,Goal_11
300018,Waibira,1_1,315.444,Include,316.445,318.78,GoalRecipient,ID_9,ID_170,14,20,Goal_11
300147,Waibira,Unclear,24.538,Include,27.833,5.86,Exclude,ID_9,Unk,15,NA,Goal_2
300147,Waibira,Unclear,32.726,Include,34.308,5.86,Exclude,ID_9,Unk,15,NA,Goal_2
300147,Waibira,Unclear,1.408,Include,2.988,5.86,Exclude,ID_9,Unk,15,NA,Goal_2
300147,Waibira,Unclear,55.266,Include,57.875,5.86,Exclude,ID_9,Unk,15,NA,Goal_2
300147,Waibira,Unclear,40.236,Include,42.924,5.86,Exclude,ID_9,Unk,15,NA,Goal_2
300712,Waibira,Unclear,28.22,Include,29.967,32.174,GoalRecipient,ID_10,ID_12,41,9,Goal_7
300708,Waibira,1_1,32.417,Include,33.452,33.602,GoalRecipient,ID_10,ID_12,41,9,Goal_8
300708,Waibira,1_1,30.039,Include,31.547,33.602,GoalRecipient,ID_10,ID_12,41,9,Goal_8
300564,Waibira,Unclear,3.828,Include,4.673,5.659,TimeExcludeRecipient,ID_10,ID_12,37,5,Goal_20
300564,Waibira,Unclear,1.993,Include,3.339,5.659,TimeExcludeRecipient,ID_10,ID_12,37,5,Goal_20
300710,Waibira,1_1,2.506,Include,3.025,4.344,GoalRecipient,ID_10,ID_12,41,9,Goal_10
300712,Waibira,Unclear,26.972,Include,29.194,32.174,GoalRecipient,ID_10,ID_12,41,9,Goal_7
300709a,Waibira,1_3,60.947,Include,62.378,66.208,TimeExcludeAmbiguous,ID_10,ID_12,41,9,Goal_8
300709a,Waibira,3_3,66.208,Include,67.848,66.208,TimeExcludeAmbiguous,ID_10,ID_12,41,9,Goal_8
300712,Waibira,Unclear,27.03,Include,28.141,32.174,GoalRecipient,ID_10,ID_12,41,9,Goal_7
300060,Waibira,1_2,26.778,Include,28.441,30.524,GoalRecipient,ID_10,ID_12,38,6,Goal_11
300702b,Waibira,2_2,52.524,Include,53.958,57.247,OtherRecipient,ID_10,ID_21,40,29,Goal_2
300702b,Waibira,2_2,30.392,Include,32.137,57.247,OtherRecipient,ID_10,ID_21,40,29,Goal_2
300684,Waibira,1_1,166.802,Include,168.515,168.515,GoalRecipient,ID_10,ID_21,40,29,Goal_1
300656b,Waibira,Unclear,21.738,Include,23.254,21.738,TimeExcludeSignaller,ID_10,ID_193,40,21,Goal_23
300661b,Waibira,2_2,1.928,Include,3.508,1.928,TimeExcludeSignaller,ID_10,ID_197,40,41,Goal_12
310096,Kalinzu,1_1,479.61,Include,482.581,481.991,GoalRecipient,ID_11,ID_255,NA,6,Goal_7
300711,Waibira,1_1,2.913,Include,4.472,5.238,GoalRecipient,ID_12,ID_10,9,41,Goal_11
300709b,Waibira,2_3,63.678,Include,64.717,66.208,TimeExcludeAmbiguous,ID_12,ID_10,9,41,Goal_8
300110,Waibira,1_1,11.711,Include,12.373,22.32,TimeExcludeRecipient,ID_12,ID_10,7,39,Goal_24
300711,Waibira,1_1,2.473,Include,3.871,5.238,GoalRecipient,ID_12,ID_10,9,41,Goal_11
300110,Waibira,1_1,13.595,ExcludeEnd,14.7,22.32,TimeExcludeRecipient,ID_12,ID_10,7,39,Goal_24
330102b,Kanyawara,2_2,46.893,Include,47.489,49.083,GoalAmbiguous,ID_13,ID_6,15,32,Goal_13
330167,Kanyawara,1_1,284.337,Include,284.957,287.492,GoalRecipient,ID_13,ID_6,15,32,Goal_10
330164,Kanyawara,1_1,306.075,Include,306.589,308.371,GoalRecipient,ID_13,ID_6,15,32,Goal_10
330212,Kanyawara,1_1,835.925,Include,838.528,838.641,GoalRecipient,ID_13,ID_25,15,11,Goal_7
330209b,Kanyawara,2_2,640.094,Include,641.24,641.682,GoalRecipient,ID_13,ID_25,15,11,Goal_7
330210,Kanyawara,1_1,663.651,Include,664.56,665.189,GoalAmbiguous,ID_13,ID_25,15,11,Goal_13
330206b,Kanyawara,2_2,231.434,Include,231.828,231.638,GoalSignaller,ID_13,ID_25,15,11,Goal_13
330207,Kanyawara,1_1,548.954,Include,550.959,550.959,GoalRecipient,ID_13,ID_25,15,11,Goal_7
330050,Kanyawara,1_1,164.222,Include,165.014,165.809,GoalRecipient,ID_13,ID_44,15,20,Goal_13
330051,Kanyawara,1_1,197.835,Include,198.589,199.025,GoalRecipient,ID_13,ID_44,15,20,Goal_13
330084,Kanyawara,1_1,142.298,Include,142.775,145.654,TimeExcludeRecipient,ID_13,ID_44,15,20,Goal_10
330084,Kanyawara,1_1,142.814,ExcludeEnd,143.129,145.654,TimeExcludeRecipient,ID_13,ID_44,15,20,Goal_10
330083,Kanyawara,1_1,116.292,ExcludeStart,116.723,118.319,GoalRecipient,ID_13,ID_44,15,20,Goal_10
330220,Kanyawara,1_1,116.693,Include,117.41,119.27,GoalRecipient,ID_13,ID_173,15,16,Goal_10
330009,Kanyawara,1_1,205.506,Include,206.297,207.132,GoalAmbiguous,ID_13,ID_229,16,15,Goal_13
330008,Kanyawara,1_1,62.238,Include,63.787,64.858,GoalRecipient,ID_13,ID_229,16,15,Goal_10
300355,Waibira,1_1,12.093,Include,12.526,14.097,Exclude,ID_14,ID_21,22,25,Goal_3
300355,Waibira,1_1,11.818,Include,12.485,14.097,Exclude,ID_14,ID_21,22,25,Goal_3
300421a,Waibira,1_2,3.191,Include,4.51,6.323,GoalRecipient,ID_14,ID_51,22,24,Goal_11
300421a,Waibira,1_2,2.763,Include,4.203,6.323,GoalRecipient,ID_14,ID_51,22,24,Goal_11
300421a,Waibira,1_2,0.831,Include,2.031,6.323,GoalRecipient,ID_14,ID_51,22,24,Goal_11
300406a,Waibira,1_2,3.249,Include,4.328,6.688,TimeExcludeSignaller,ID_14,ID_141,22,33,Goal_16
300447b,Waibira,2_3,18.565,Include,19.873,23.583,TimeExcludeAmbiguous,ID_14,ID_217,22,41,Goal_8
330112,Kanyawara,1_1,272.679,Include,273.858,272.679,Exclude,ID_15,ID_254,11,1,Goal_12
330261,Kanyawara,1_1,606.393,ExcludeEnd,610.814,606.393,TimeExcludeAmbiguous,ID_15,ID_254,11,1,Goal_12
330253a,Kanyawara,1_3,643.202,Include,644.952,660.841,GoalRecipient,ID_15,ID_6,10,32,Goal_7
330253a,Kanyawara,1_3,647.686,ExcludeEnd,648.949,660.841,GoalRecipient,ID_15,ID_6,10,32,Goal_7
330153b,Kanyawara,2_2,303.77,Include,305.288,307.433,GoalSignaller,ID_15,ID_6,10,32,Goal_21
330253a,Kanyawara,3_3,656.709,Include,657.814,660.841,GoalRecipient,ID_15,ID_6,10,32,Goal_7
330253a,Kanyawara,3_3,655.174,Include,655.805,660.841,GoalRecipient,ID_15,ID_6,10,32,Goal_7
