Communication_number,Social_unit,Part_exchange,Gesture_start_time,Duration_analysis_include,Mau_end_time,Outcome_time,Outcome,Sgn_ID,Rcp_ID,Signaller_age,Recipient_age,Goal_anon
330185,Kanyawara,1_1,108.524,Include,109.479,110.768,GoalAmbiguous,ID_229,Unk_F,14,NA,Goal_8
330185,Kanyawara,1_1,108.448,Include,109.677,110.768,GoalAmbiguous,ID_229,Unk_F,14,NA,Goal_8
330184,Kanyawara,1_1,72.211,Include,73.43,74.274,GoalAmbiguous,ID_229,Unk_F,14,NA,Goal_8
330189a,Kanyawara,3_4,547.52,Include,549.024,550.445,GoalRecipient,ID_229,ID_245,14,41,Goal_7
330189a,Kanyawara,1_4,543.322,ExcludeStart,544.589,550.445,GoalRecipient,ID_229,ID_245,14,41,Goal_7
330189a,Kanyawara,3_4,545.538,Include,547.233,550.445,GoalRecipient,ID_229,ID_245,14,41,Goal_7
330189a,Kanyawara,1_4,543.131,Include,543.913,550.445,GoalRecipient,ID_229,ID_245,14,41,Goal_7
330189a,Kanyawara,3_4,547.47,Include,548.735,550.445,GoalRecipient,ID_229,ID_245,14,41,Goal_7
310007a,Kalinzu,1_2,290.352,Include,291.54,297.493,OtherSignaller,ID_230,ID_139,3,21,Goal_9
330222b,Kanyawara,2_3,157.457,Include,162.997,164.047,GoalRecipient,ID_231,ID_3,33,48,Goal_8
330007,Kanyawara,Unclear,14.416,Include,15.316,14.416,Exclude,ID_231,ID_25,33,11,Goal_9
330107,Kanyawara,1_1,27.838,Include,31.409,30.729,GoalRecipient,ID_231,ID_166,33,13,Goal_21
330109a,Kanyawara,1_2,256.784,Include,258.661,261.857,GoalRecipient,ID_231,ID_232,33,10,Goal_7
330111b,Kanyawara,2_2,518.477,Include,519.808,520.53,GoalRecipient,ID_231,ID_232,33,10,Goal_7
330109b,Kanyawara,2_2,259.671,Include,260.391,261.857,GoalSignaller,ID_231,ID_232,33,10,Goal_8
330109b,Kanyawara,2_2,260.053,Include,261.333,261.857,GoalSignaller,ID_231,ID_232,33,10,Goal_8
330109a,Kanyawara,1_2,252.962,Include,258.8,261.857,GoalRecipient,ID_231,ID_232,33,10,Goal_7
330109b,Kanyawara,2_2,254.982,Include,256.654,261.857,GoalSignaller,ID_231,ID_232,33,10,Goal_8
330110b,Kanyawara,2_2,398.09,Include,404.105,404.105,GoalRecipient,ID_231,ID_232,33,10,Goal_7
330049b,Kanyawara,2_2,727.769,Include,731.795,732.209,GoalRecipient,ID_231,ID_232,33,10,Goal_7
330172,Kanyawara,1_1,33.823,Include,34.774,37.827,GoalRecipient,ID_231,ID_232,33,10,Goal_10
330024b,Kanyawara,2_2,75.422,Include,76.625,76.625,GoalRecipient,ID_231,ID_244,34,3,Goal_15
330275,Kanyawara,1_1,376.198,ExcludeEnd,377.274,376.198,TimeExcludeRecipient,ID_232,A_F,9,NA,Goal_27
330108,Kanyawara,1_1,8.153,Include,9.674,8.153,TimeExcludeAmbiguous,ID_232,ID_13,10,15,Goal_12
330108,Kanyawara,1_1,9.289,Include,9.875,8.153,TimeExcludeAmbiguous,ID_232,ID_13,10,15,Goal_12
330151,Kanyawara,Unclear,327.994,Include,328.912,321.079,TimeExcludeAmbiguous,ID_232,J,10,NA,NA
330151,Kanyawara,Unclear,323.518,Include,323.958,321.079,TimeExcludeAmbiguous,ID_232,J,10,NA,NA
330151,Kanyawara,Unclear,323.442,Include,325.097,321.079,TimeExcludeAmbiguous,ID_232,J,10,NA,NA
330151,Kanyawara,Unclear,321.079,Include,321.397,321.079,TimeExcludeAmbiguous,ID_232,J,10,NA,NA
330150,Kanyawara,Unclear,32.853,Include,36.157,32.853,Exclude,ID_232,ID_162,10,14,Goal_9
330150,Kanyawara,Unclear,36.157,Include,38.064,32.853,Exclude,ID_232,ID_162,10,14,Goal_9
330263a,Kanyawara,1_2,520.659,Include,520.967,520.659,TimeExcludeRecipient,ID_232,ID_176,11,20,Goal_23
330173,Kanyawara,1_1,53.134,Include,56.549,57.15,GoalRecipient,ID_232,ID_231,10,33,Goal_7
330111a,Kanyawara,1_2,516.192,Include,518.107,520.53,GoalSignaller,ID_232,ID_231,10,33,Goal_8
330049a,Kanyawara,1_2,726.194,Include,728.169,731.301,GoalRecipient,ID_232,ID_231,10,33,Goal_10
330242,Kanyawara,1_1,371.626,Include,373.265,388.149,GoalAmbiguous,ID_232,ID_231,10,33,Goal_2
330048,Kanyawara,1_1,634.77,Include,636.968,636.525,GoalRecipient,ID_232,ID_231,10,33,Goal_7
330174,Kanyawara,1_1,747.66,Include,750.943,753.334,GoalRecipient,ID_232,ID_231,10,33,Goal_7
330110a,Kanyawara,1_2,393.962,Include,395.522,404.105,GoalSignaller,ID_232,ID_231,10,33,Goal_8
330242,Kanyawara,1_1,383.748,Include,385.788,388.149,GoalAmbiguous,ID_232,ID_231,10,33,Goal_2
330242,Kanyawara,1_1,377.219,Include,378.739,388.149,GoalAmbiguous,ID_232,ID_231,10,33,Goal_2
330242,Kanyawara,1_1,380.697,Include,382.057,388.149,GoalAmbiguous,ID_232,ID_231,10,33,Goal_2
330110a,Kanyawara,1_2,397,Include,398.354,404.105,GoalSignaller,ID_232,ID_231,10,33,Goal_8
330110a,Kanyawara,1_2,398.8,Include,400.399,404.105,GoalSignaller,ID_232,ID_231,10,33,Goal_8
330152,Kanyawara,1_1,353.421,Include,354.461,353.421,TimeExcludeAmbiguous,ID_232,Unk,10,NA,NA
330152,Kanyawara,1_1,356.335,Include,356.933,353.421,TimeExcludeAmbiguous,ID_232,Unk,10,NA,NA
300035,Waibira,1_1,24.801,Include,25.633,26.807,GoalRecipient,Unk,ID_5,NA,21,Goal_10
300036,Waibira,1_1,52.2,Include,52.879,53.461,GoalRecipient,Unk,ID_5,NA,21,Goal_10
300646,Waibira,Unclear,50.241,Include,51.94,50.241,Exclude,Unk,ID_51,NA,28,Goal_18
300646,Waibira,Unclear,71.289,Include,73.329,50.241,Exclude,Unk,ID_51,NA,28,Goal_18
100363,Sonso,1_1,4.56,Include,6.12,7.4,Exclude,Unk,ID_83,NA,4,Goal_9
100363,Sonso,1_1,5.72,Include,6.48,7.4,Exclude,Unk,ID_83,NA,4,Goal_9
300168,Waibira,Unclear,0.877,Include,1.456,2.232,GoalRecipient,Unk,Unk,NA,NA,Goal_5
310146a,Kalinzu,1_2,358.796,Include,360.036,361.671,GoalRecipient,Unk_F,ID_34,NA,NA,Goal_10
310129b,Kalinzu,2_2,386.094,Include,387.534,388.693,GoalSignaller,Unk_F,ID_102,NA,13,Goal_8
310128,Kalinzu,1_1,70.92,Include,74.075,74.409,GoalRecipient,Unk_F,ID_102,NA,13,Goal_7
310122b,Kalinzu,2_2,744.427,Include,746.762,748.879,GoalRecipient,Unk_F,ID_226,NA,9,Goal_7
330186a,Kanyawara,1_3,400.137,Include,401.177,405.751,GoalRecipient,Unk_F,ID_229,NA,14,Goal_7
330186a,Kanyawara,3_3,402.44,Include,404.756,405.751,GoalRecipient,Unk_F,ID_229,NA,14,Goal_7
320137,Issa,1_1,3.545,Include,3.984,3.545,Exclude,Unk_M,A_M,NA,NA,Goal_3
300417,Waibira,1_1,1.839,ExcludeStart,3.279,4.758,Exclude,Unk_M,ID_123,NA,21,Goal_9
300359,Waibira,1_1,2.34,Include,2.888,6.208,Exclude,ID_233,A_M,35,NA,Goal_9
300359,Waibira,1_1,3.12,Exclude,3.92,6.208,Exclude,ID_233,A_M,35,NA,Goal_9
300359,Waibira,1_1,1.605,ExcludeEnd,4.153,6.208,Exclude,ID_233,A_M,35,NA,Goal_9
300358,Waibira,1_1,1.115,ExcludeStart,1.313,1.914,Exclude,ID_233,ID_21,35,25,Goal_9
300849a,Waibira,1_2,312.256,Include,313.216,312.256,TimeExcludeRecipient,ID_233,ID_21,40,30,Goal_15
300178,Waibira,1_1,7.071,ExcludeEnd,7.667,7.667,GoalSignaller,ID_233,ID_21,38,28,Goal_12
300262,Waibira,1_2,127.677,Include,129.288,129.793,TimeExcludeAmbiguous,ID_233,ID_21,38,28,Goal_14
300178,Waibira,1_1,4.538,ExcludeStart,5.925,7.667,GoalSignaller,ID_233,ID_21,38,28,Goal_12
300178,Waibira,1_1,3.44,Exclude,4,7.667,GoalSignaller,ID_233,ID_21,38,28,Goal_12
300453b,Waibira,2_3,3.704,Include,4.664,6.973,TimeExcludeAmbiguous,ID_233,ID_81,35,36,Goal_12
300763,Waibira,Unclear,16.239,Include,17.428,0.6,Exclude,ID_233,ID_110,40,19,Goal_9
300763,Waibira,Unclear,13.991,Include,14.737,0.6,Exclude,ID_233,ID_110,40,19,Goal_9
300763,Waibira,Unclear,0.6,ExcludeStart,1.72,0.6,Exclude,ID_233,ID_110,40,19,Goal_9
300763,Waibira,Unclear,13.364,Include,15.738,0.6,Exclude,ID_233,ID_110,40,19,Goal_9
300341b,Waibira,2_2,15.635,ExcludeEnd,16.344,17.564,GoalAmbiguous,ID_233,ID_113,35,8,Goal_12
300169,Waibira,3_4,0,ExcludeStart,0.423,22.9,GoalSignaller,ID_233,ID_140,38,17,Goal_22
300169,Waibira,3_4,15.481,Include,16.762,22.9,GoalSignaller,ID_233,ID_140,38,17,Goal_22
300260b,Waibira,2_2,49.151,Include,49.889,50.93,Exclude,ID_233,ID_140,38,17,Goal_14
300024a,Waibira,1_2,113.787,Include,115.681,117.538,GoalSignaller,ID_233,ID_148,37,16,Goal_8
300025,Waibira,1_1,314.886,Include,316.937,316.937,GoalRecipient,ID_233,ID_148,37,16,Goal_11
300838b,Waibira,2_2,41.404,ExcludeEnd,42.404,41.404,TimeExcludeSignaller,ID_233,ID_160,40,12,Goal_22
300762,Waibira,1_1,31.208,Include,32.908,33.673,GoalAmbiguous,ID_233,ID_193,40,22,Goal_2
300414,Waibira,1_1,2.888,Include,4.168,5.768,TimeExcludeAmbiguous,ID_233,ID_217,35,41,Goal_8
300372a,Waibira,1_2,1.367,ExcludeEnd,2.807,5.174,GoalAmbiguous,ID_233,ID_217,35,41,Goal_8
300369,Waibira,1_1,5.278,Include,7.198,7.638,Exclude,ID_233,ID_217,35,41,Goal_3
300433b,Waibira,2_2,12.002,Exclude,13.248,12.706,GoalSignaller,ID_233,ID_227,35,34,Goal_12
300419,Waibira,1_1,1.15,Include,2.829,5.908,GoalAmbiguous,ID_233,ID_227,35,34,Goal_8
300420,Waibira,1_1,1.744,Include,3.184,6.92,GoalRecipient,ID_233,ID_227,35,34,Goal_11
300420,Waibira,1_1,1.744,Include,2.336,6.92,GoalRecipient,ID_233,ID_227,35,34,Goal_11
300419,Waibira,1_1,3.189,Include,4.589,5.908,GoalAmbiguous,ID_233,ID_227,35,34,Goal_8
300177,Waibira,Unclear,15.324,Include,17.139,18.02,Exclude,ID_233,Unk,38,NA,Goal_9
300402,Waibira,1_1,9.386,ExcludeEnd,10.645,11.354,Exclude,ID_233,Unk,35,NA,Goal_29
300028,Waibira,Unclear,4.258,ExcludeEnd,4.792,6.268,Exclude,ID_233,Unk,37,NA,Goal_9
300028,Waibira,Unclear,2.729,ExcludeStart,3.26,6.268,Exclude,ID_233,Unk,37,NA,Goal_9
320308,Issa,1_1,59.604,Include,60.575,62.102,GoalAmbiguous,ID_234,ID_33,6,14,Goal_2
320020,Issa,Unclear,60.078,Exclude,61.867,61.867,TimeExcludeAmbiguous,ID_234,ID_33,6,14,Goal_2
320347,Issa,1_1,34.177,Include,34.77,35.876,GoalAmbiguous,ID_234,ID_71,5,3,Goal_33
320348,Issa,1_1,52.431,Include,53.056,55.105,GoalAmbiguous,ID_234,ID_71,5,3,NA
320348,Issa,1_1,54.23,Include,54.456,55.105,GoalAmbiguous,ID_234,ID_71,5,3,NA
320347,Issa,1_1,33.219,Include,33.909,35.876,GoalAmbiguous,ID_234,ID_71,5,3,Goal_33
320365,Issa,Unclear,80.42,Include,82.202,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320264,Issa,Unclear,15.209,Include,16.987,20.454,GoalAmbiguous,ID_234,ID_76,5,13,Goal_2
320264,Issa,Unclear,10.869,Include,11.925,20.454,GoalAmbiguous,ID_234,ID_76,5,13,Goal_2
320344,Issa,1_1,2.584,Include,2.874,4.597,GoalAmbiguous,ID_234,ID_76,4,12,Goal_2
320365,Issa,Unclear,66.973,Include,67.765,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320264,Issa,Unclear,8.858,Include,9.446,20.454,GoalAmbiguous,ID_234,ID_76,5,13,Goal_2
320365,Issa,Unclear,57.967,Include,58.523,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320264,Issa,Unclear,0,ExcludeStart,0.132,20.454,GoalAmbiguous,ID_234,ID_76,5,13,Goal_2
320344,Issa,1_1,0.313,Include,1.224,4.597,GoalAmbiguous,ID_234,ID_76,4,12,Goal_2
320225,Issa,Unclear,6.088,Include,6.661,13.427,GoalAmbiguous,ID_234,ID_76,4,12,Goal_2
320365,Issa,Unclear,52.815,Include,58.036,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320264,Issa,Unclear,18.047,ExcludeEnd,19.553,20.454,GoalAmbiguous,ID_234,ID_76,5,13,Goal_2
320365,Issa,Unclear,65.805,Include,66.973,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320365,Issa,Unclear,71.355,Include,72.624,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320365,Issa,Unclear,57.253,Include,53.266,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320264,Issa,Unclear,3.725,Include,4.385,20.454,GoalAmbiguous,ID_234,ID_76,5,13,Goal_2
320365,Issa,Unclear,52.198,Include,54.18,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320264,Issa,Unclear,8.875,Include,9.924,20.454,GoalAmbiguous,ID_234,ID_76,5,13,Goal_2
320365,Issa,Unclear,63.62,Include,64.214,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320344,Issa,1_1,1.825,Include,2.169,4.597,GoalAmbiguous,ID_234,ID_76,4,12,Goal_2
320365,Issa,Unclear,61.244,Include,62.56,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320365,Issa,Unclear,69.933,Include,71.022,52.198,TimeExcludeRecipient,ID_234,ID_76,5,13,Goal_8
320335,Issa,Unclear,8.047,Include,8.567,9.943,GoalAmbiguous,ID_234,ID_104,4,6,NA
320337,Issa,1_1,0.352,Include,1.369,1.639,GoalSignaller,ID_234,ID_104,4,6,NA
320324a,Issa,1_2,40.264,Include,41.455,44.51,OtherSignaller,ID_234,ID_130,4,8,NA
320323,Issa,1_1,22.602,Include,22.848,23.232,OtherSignaller,ID_234,ID_130,4,8,NA
320324a,Issa,1_2,39.482,Include,40.137,44.51,OtherSignaller,ID_234,ID_130,4,8,NA
320324a,Issa,1_2,40.788,Include,41.412,44.51,OtherSignaller,ID_234,ID_130,4,8,NA
320322,Issa,1_1,5.3,Include,6.015,6.599,OtherRecipient,ID_234,ID_130,4,8,NA
320322,Issa,1_1,3.174,Include,3.768,6.599,OtherRecipient,ID_234,ID_130,4,8,NA
320323,Issa,1_1,23.221,Include,23.38,23.232,OtherSignaller,ID_234,ID_130,4,8,NA
320323,Issa,1_1,21.367,Include,21.957,23.232,OtherSignaller,ID_234,ID_130,4,8,NA
320324a,Issa,1_2,40.666,Include,40.693,44.51,OtherSignaller,ID_234,ID_130,4,8,NA
320002,Issa,Unclear,3.616,Include,4.153,0.077,Exclude,ID_234,Observer,6,NA,Goal_9
320060b,Issa,2_2,25.798,Include,26.907,35.44,GoalAmbiguous,ID_234,ID_202,6,15,Goal_29
320059,Issa,1_1,66.455,Include,67.575,71.8,GoalAmbiguous,ID_234,ID_202,6,15,Goal_2
320060b,Issa,2_2,23.742,Include,24.812,35.44,GoalAmbiguous,ID_234,ID_202,6,15,Goal_29
320059,Issa,1_1,69.377,Include,70.257,71.8,GoalAmbiguous,ID_234,ID_202,6,15,Goal_2
320364,Issa,1_1,48.716,Include,50.164,54.469,GoalAmbiguous,ID_234,ID_246,5,40,Goal_17
320265,Issa,1_1,5.814,ExcludeStart,6.635,6.919,GoalSignaller,ID_234,ID_246,5,40,Goal_17
320265,Issa,1_1,4.04,ExcludeEnd,5.552,6.919,GoalSignaller,ID_234,ID_246,5,40,Goal_17
300166,Waibira,Unclear,11.5,Include,12.783,12.783,GoalRecipient,ID_235,A_M,30,NA,Goal_1
300171,Waibira,1_1,22.143,Include,24.56,25.56,GoalRecipient,ID_235,ID_63,30,21,Goal_11
300291,Waibira,1_1,21.542,Include,24.441,24.441,GoalRecipient,ID_235,ID_123,30,24,Goal_1
100083,Sonso,1_1,3.92,Include,6.48,6.44,GoalRecipient,ID_236,ID_145,14,19,Goal_1
330259,Kanyawara,1_1,697.497,Include,700.593,702.811,GoalSignaller,ID_237,ID_13,23,15,Goal_35
330255,Kanyawara,1_1,370.751,Include,371.831,370.751,Exclude,ID_237,ID_13,23,15,Goal_3
330271,Kanyawara,1_1,378.032,ExcludeEnd,380.407,378.032,TimeExcludeSignaller,ID_237,ID_44,23,20,Goal_22
330271,Kanyawara,1_1,379.421,ExcludeEnd,380.061,378.032,TimeExcludeSignaller,ID_237,ID_44,23,20,Goal_22
330234a,Kanyawara,1_2,749.154,Include,751.051,749.154,TimeExcludeAmbiguous,ID_237,ID_119,22,16,Goal_33
330037b,Kanyawara,2_2,473.942,Include,474.899,474.899,GoalRecipient,ID_237,ID_162,23,14,Goal_1
330067b,Kanyawara,2_2,447.253,Include,449.833,449.833,GoalRecipient,ID_237,ID_176,23,19,Goal_7
330068,Kanyawara,1_1,488.695,ExcludeEnd,490.604,488.695,TimeExcludeRecipient,ID_237,ID_176,23,19,Goal_7
330066a,Kanyawara,1_2,319.792,Include,321.111,325.074,GoalSignaller,ID_237,ID_176,23,19,Goal_8
330069,Kanyawara,Unclear,824.88,Include,825.389,824.104,Exclude,ID_237,ID_191,23,22,Goal_9
330069,Kanyawara,Unclear,824.104,Include,824.654,824.104,Exclude,ID_237,ID_191,23,22,Goal_9
330069,Kanyawara,Unclear,829.698,Include,831.16,824.104,Exclude,ID_237,ID_191,23,22,Goal_9
330240,Kanyawara,1_1,542.534,Include,543.478,546.2,GoalRecipient,ID_237,ID_222,22,18,Goal_1
330257b,Kanyawara,2_2,413.092,Include,414.012,412.924,TimeExcludeAmbiguous,ID_237,ID_228,23,9,Goal_23
330063a,Kanyawara,1_2,518.947,Include,519.495,521.783,GoalRecipient,ID_237,ID_240,23,7,Goal_7
330062,Kanyawara,1_1,350.741,Include,352.5,352.535,GoalRecipient,ID_237,ID_240,23,7,Goal_7
330273,Kanyawara,1_1,105.246,Include,106.123,107.363,GoalRecipient,ID_237,ID_240,23,7,Goal_6
330063a,Kanyawara,1_2,517.962,Include,518.703,521.783,GoalRecipient,ID_237,ID_240,23,7,Goal_7
330168b,Kanyawara,2_2,39.135,Include,40.008,41.644,GoalAmbiguous,ID_237,ID_244,23,2,Goal_20
330254,Kanyawara,1_1,95.96,Include,96.798,95.96,Exclude,ID_237,ID_244,23,2,Goal_9
330175,Kanyawara,1_1,831.396,Include,832.344,838.153,GoalRecipient,ID_237,ID_244,23,2,Goal_6
330168b,Kanyawara,2_2,40.369,Include,40.729,41.644,GoalAmbiguous,ID_237,ID_244,23,2,Goal_20
320233,Issa,1_1,18.659,Include,19.689,21.706,GoalSignaller,ID_238,ID_23,19,7,Goal_21
320200a,Issa,1_2,9.399,Include,10.073,10.657,GoalRecipient,ID_238,ID_23,21,9,Goal_12
320343,Issa,1_1,10.329,Include,12.73,12.73,GoalRecipient,ID_238,ID_26,19,38,Goal_7
320279,Issa,1_1,15.414,Include,16.455,17.229,GoalAmbiguous,ID_238,ID_43,21,28,Goal_10
320279,Issa,1_1,15.321,Include,16.075,17.229,GoalAmbiguous,ID_238,ID_43,21,28,Goal_10
320269,Issa,1_1,7.054,Include,7.747,8.864,TimeExcludeAmbiguous,ID_238,ID_64,20,25,Goal_19
320350,Issa,1_1,21.776,Include,22.961,26.004,GoalAmbiguous,ID_238,ID_64,20,25,Goal_8
320360,Issa,1_1,69.145,Include,70.167,71.455,GoalRecipient,ID_238,ID_64,20,25,Goal_7
320269,Issa,1_1,6.732,ExcludeEnd,7.611,8.864,TimeExcludeAmbiguous,ID_238,ID_64,20,25,Goal_19
320234,Issa,1_1,26.149,ExcludeEnd,26.71,25.688,TimeExcludeSignaller,ID_238,ID_64,19,24,Goal_12
320262,Issa,1_1,0.255,Include,1.006,0.255,Exclude,ID_238,ID_64,20,25,Goal_3
320235,Issa,1_1,69.523,Include,70.183,69.067,TimeExcludeSignaller,ID_238,ID_64,19,24,Goal_12
320262,Issa,1_1,1.955,Include,2.78,0.255,Exclude,ID_238,ID_64,20,25,Goal_3
320234,Issa,1_1,25.688,Exclude,26.508,25.688,TimeExcludeSignaller,ID_238,ID_64,19,24,Goal_12
320350,Issa,1_1,21.714,Include,23.297,26.004,GoalAmbiguous,ID_238,ID_64,20,25,Goal_8
320235,Issa,1_1,69.067,ExcludeEnd,70.189,69.067,TimeExcludeSignaller,ID_238,ID_64,19,24,Goal_12
320227a,Issa,1_2,3.537,Include,4.81,8.021,GoalAmbiguous,ID_238,ID_89,19,NA,Goal_2
320227a,Issa,1_2,5.479,ExcludeStart,6.368,8.021,GoalAmbiguous,ID_238,ID_89,19,NA,Goal_2
320227a,Issa,1_2,2.478,Include,3.098,8.021,GoalAmbiguous,ID_238,ID_89,19,NA,Goal_2
320227a,Issa,1_2,0.653,Include,3.617,8.021,GoalAmbiguous,ID_238,ID_89,19,NA,Goal_2
320223,Issa,Unclear,93.398,Include,94.701,85.945,TimeExcludeAmbiguous,ID_238,ID_92,19,34,Goal_9
320223,Issa,Unclear,95.349,Include,95.843,85.945,TimeExcludeAmbiguous,ID_238,ID_92,19,34,Goal_9
320223,Issa,Unclear,98.83,ExcludeEnd,100.65,85.945,TimeExcludeAmbiguous,ID_238,ID_92,19,34,Goal_9
320223,Issa,Unclear,85.945,ExcludeStart,86.571,85.945,TimeExcludeAmbiguous,ID_238,ID_92,19,34,Goal_9
320223,Issa,Unclear,87.524,Include,88.045,85.945,TimeExcludeAmbiguous,ID_238,ID_92,19,34,Goal_9
320223,Issa,Unclear,95.077,Include,95.572,85.945,TimeExcludeAmbiguous,ID_238,ID_92,19,34,Goal_9
320224,Issa,1_1,58.831,Include,60.191,60.325,GoalRecipient,ID_238,ID_104,19,6,Goal_7
320154,Issa,1_1,3.473,Include,4.112,5.032,GoalAmbiguous,ID_238,ID_207,21,31,Goal_13
320153,Issa,1_1,1.371,Include,2.295,4.2,GoalRecipient,ID_238,ID_207,21,31,Goal_7
320155,Issa,1_1,2.8,Include,3.497,4.281,GoalRecipient,ID_238,ID_207,21,31,Goal_10
320315,Issa,1_1,56.98,Include,57.617,56.985,TimeExcludeSignaller,ID_238,ID_208,21,16,Goal_22
320315,Issa,1_1,54.126,Include,54.843,56.985,TimeExcludeSignaller,ID_238,ID_208,21,16,Goal_22
320354,Issa,Unclear,6.798,Include,8.066,6.798,Exclude,ID_238,Unk,20,NA,Goal_9
330204a,Kanyawara,1_2,64.266,Include,65.065,67.717,GoalSignaller,ID_239,ID_243,5,21,Goal_32
330204a,Kanyawara,1_2,63.749,Include,64.186,67.717,GoalSignaller,ID_239,ID_243,5,21,Goal_32
330204a,Kanyawara,1_2,39.341,Include,40.617,67.717,GoalSignaller,ID_239,ID_243,5,21,Goal_32
330128,Kanyawara,1_1,5.959,Include,7.878,12.104,GoalRecipient,ID_239,ID_243,5,21,Goal_10
330204a,Kanyawara,1_2,38.466,Include,39.383,67.717,GoalSignaller,ID_239,ID_243,5,21,Goal_32
330204a,Kanyawara,1_2,35.508,Include,37.098,67.717,GoalSignaller,ID_239,ID_243,5,21,Goal_32
330130b,Kanyawara,2_2,354.554,Include,357.207,357.207,GoalRecipient,ID_239,ID_243,5,21,Goal_7
330075a,Kanyawara,1_2,790.976,Include,792.36,810.195,GoalSignaller,ID_239,ID_243,6,22,Goal_32
330129,Kanyawara,1_1,65.206,Include,66.803,68.724,GoalRecipient,ID_239,ID_243,5,21,Goal_21
330129,Kanyawara,1_1,65.637,Include,65.965,68.724,GoalRecipient,ID_239,ID_243,5,21,Goal_21
330072a,Kanyawara,1_2,432.017,Include,433.417,444.303,GoalRecipient,ID_239,ID_243,6,22,Goal_32
330130a,Kanyawara,1_2,351.013,Include,352.892,357.007,GoalRecipient,ID_239,ID_243,5,21,Goal_10
330204a,Kanyawara,1_2,52.735,Include,53.809,67.717,GoalSignaller,ID_239,ID_243,5,21,Goal_32
330128,Kanyawara,1_1,10.001,Include,10.347,12.104,GoalRecipient,ID_239,ID_243,5,21,Goal_10
330072a,Kanyawara,1_2,435.825,Include,437.905,444.303,GoalRecipient,ID_239,ID_243,6,22,Goal_32
330204a,Kanyawara,1_2,54.445,Include,55.559,67.717,GoalSignaller,ID_239,ID_243,5,21,Goal_32
330116,Kanyawara,1_1,867.418,Include,867.722,871.464,GoalSignaller,ID_239,ID_243,6,22,Goal_10
330128,Kanyawara,1_1,7.945,Include,8.45,12.104,GoalRecipient,ID_239,ID_243,5,21,Goal_10
330116,Kanyawara,1_1,869.983,Include,870.493,871.464,GoalSignaller,ID_239,ID_243,6,22,Goal_10
330063b,Kanyawara,2_2,519.626,Include,520.212,521.783,GoalSignaller,ID_240,ID_237,7,23,Goal_21
330272,Kanyawara,1_1,377.21,Include,378.005,377.21,Exclude,ID_240,ID_245,7,41,Goal_3
320147,Issa,1_1,7.556,Include,8.496,7.556,TimeExcludeSignaller,ID_241,A_M,13,NA,Goal_16
320274,Issa,1_1,16.501,Include,18.98,19.557,GoalRecipient,ID_241,ID_33,12,13,Goal_7
320275,Issa,1_1,76.367,Include,78.202,78.287,GoalRecipient,ID_241,ID_33,12,13,Goal_11
320139,Issa,1_1,3.175,ExcludeEnd,3.735,3.175,Exclude,ID_241,ID_64,13,26,Goal_3
320086,Issa,1_1,62.752,Include,63.388,62.752,Exclude,ID_241,ID_64,13,26,Goal_3
320085,Issa,1_1,7.548,Include,8.028,7.548,Exclude,ID_241,ID_64,13,26,Goal_3
320139,Issa,1_1,4.011,Include,4.571,3.175,Exclude,ID_241,ID_64,13,26,Goal_3
320044,Issa,1_1,3.044,Include,3.85,9.4,GoalSignaller,ID_241,ID_76,13,14,Goal_21
320044,Issa,1_1,6.497,ExcludeEnd,7.199,9.4,GoalSignaller,ID_241,ID_76,13,14,Goal_21
320249,Issa,Unclear,23.577,Include,24.887,23.577,Exclude,ID_241,ID_76,11,12,Goal_9
320249,Issa,Unclear,29.363,Include,30.907,23.577,Exclude,ID_241,ID_76,11,12,Goal_9
320044,Issa,1_1,5.881,Include,6.684,9.4,GoalSignaller,ID_241,ID_76,13,14,Goal_21
320249,Issa,Unclear,34.471,Include,36.587,23.577,Exclude,ID_241,ID_76,11,12,Goal_9
320249,Issa,Unclear,41.005,Include,44.619,23.577,Exclude,ID_241,ID_76,11,12,Goal_9
320249,Issa,Unclear,32.479,Include,33.558,23.577,Exclude,ID_241,ID_76,11,12,Goal_9
320077,Issa,1_1,3.226,Include,4.146,4.786,GoalAmbiguous,ID_241,ID_76,13,14,Goal_13
320249,Issa,Unclear,39.212,Include,40.689,23.577,Exclude,ID_241,ID_76,11,12,Goal_9
320244,Issa,Unclear,0.039,Include,0.916,7.383,Exclude,ID_241,ID_85,11,24,Goal_9
320244,Issa,Unclear,4.651,Include,5.049,7.383,Exclude,ID_241,ID_85,11,24,Goal_9
320244,Issa,Unclear,1.234,Include,2.913,7.383,Exclude,ID_241,ID_85,11,24,Goal_9
320244,Issa,Unclear,8.38,Include,9.979,7.383,Exclude,ID_241,ID_85,11,24,Goal_9
